1,240,64,38,202,43
0,80,121,236,18,3
1,8,28,91,81,43
0,80,104,103,67,412
1,157,76,7,81,267
0,58,121,38,51,412
1,24,62,26,202,7
0,79,203,126,81,40
1,105,28,134,81,40
0,50,121,90,236,117
1,58,64,91,22,63
0,105,121,75,236,37
1,240,60,105,236,432
0,58,35,99,18,161
1,92,154,55,202,117
0,54,254,61,81,432
1,24,60,236,222,17
0,62,11,134,29,412
1,14,59,268,236,412
0,79,64,38,51,117
1,82,107,4,236,267
0,111,121,69,51,40
1,58,64,103,51,63
0,48,76,68,236,25
1,38,104,13,236,201
0,157,421,7,51,63
1,78,64,7,81,63
0,17,121,68,51,40
1,92,32,115,81,79
0,24,64,161,51,19
1,50,64,61,96,16
0,31,121,17,119,117
1,17,104,26,29,412
0,68,19,112,236,40
1,240,120,38,22,223
0,85,59,7,236,43
1,17,154,50,81,53
0,80,64,134,51,12
1,23,104,101,29,12
0,58,60,127,236,117
0,30,121,79,81,16
1,157,154,69,81,43
1,240,32,112,21,117
0,68,79,126,29,3
1,85,121,245,51,117
0,266,64,112,236,43
1,114,120,112,51,53
0,24,254,61,81,117
1,266,121,90,110,25
0,245,64,134,236,53
1,85,56,112,236,16
0,17,28,134,81,89
1,24,64,30,236,412
0,17,19,4,96,40
1,79,35,34,236,117
0,111,120,61,22,412
1,126,5,38,236,432
0,3,20,238,81,16
1,157,154,4,51,43
0,17,19,38,22,63
1,68,64,1,51,117
0,114,245,43,236,40
1,126,79,8,236,40
0,85,35,157,22,43
1,85,120,25,81,432
0,17,60,7,18,40
1,41,76,7,51,267
0,98,104,38,236,26
1,17,64,38,81,40
0,111,121,63,236,53
1,79,154,69,22,40
0,68,64,43,236,143
1,41,254,134,236,90
0,131,104,103,202,412
1,58,107,134,236,43
0,85,154,238,51,90
1,164,5,8,21,7
0,157,60,38,236,90
1,17,64,8,81,117
0,111,120,38,51,25
1,157,154,134,51,63
0,39,81,127,85,101
1,41,121,134,81,40
0,59,107,61,202,267
1,126,64,103,119,412
0,58,427,69,96,40
1,111,104,134,29,432
0,114,60,163,22,267
1,68,203,238,236,201
0,85,64,4,51,63
1,3,64,50,236,40
0,85,60,4,18,9
1,19,427,4,236,412
0,79,154,69,81,16
1,105,64,245,21,37
0,240,60,131,236,53
1,114,64,38,51,40
0,58,79,103,202,90
1,122,64,245,15,267
0,68,76,91,51,14
1,126,19,105,67,412
0,85,28,43,96,63
1,23,154,105,51,3
0,126,76,8,236,90
1,114,64,163,157,412
0,105,2,238,81,43
0,85,60,163,236,164
1,79,32,99,236,43
0,111,154,41,110,412
1,17,64,115,22,412
0,50,121,105,51,25
1,122,64,127,236,117
0,24,79,103,81,143
1,126,64,134,81,105
0,79,60,238,51,117
1,114,64,103,51,117
0,58,29,105,110,432
1,58,56,50,236,432
0,122,120,3,96,40
1,164,19,69,22,63
0,79,59,163,202,412
1,126,64,61,236,26
0,98,35,103,119,25
1,27,60,42,236,53
0,3,64,105,81,63
1,68,64,238,29,117
0,122,32,61,236,40
1,48,64,103,51,267
0,105,154,91,236,9
1,92,64,127,115,26
0,25,19,103,96,40
1,64,28,105,51,63
0,58,35,99,236,43
1,111,121,30,96,16
0,240,421,103,22,143
1,92,120,34,115,21
0,54,64,9,119,267
1,126,120,34,22,412
0,91,5,43,81,26
1,111,427,7,236,412
0,58,60,14,136,53
1,420,106,103,51,201
0,114,79,38,236,432
1,68,64,38,236,9
0,105,427,8,81,43
1,39,64,4,202,432
1,266,60,103,81,3
0,58,121,50,51,40
1,92,32,114,119,16
0,105,79,103,81,117
1,41,64,245,22,63
1,8,254,103,429,412
0,36,64,91,85,267
1,57,60,163,236,21
0,238,64,103,119,53
1,122,79,91,51,117
0,10,106,105,119,3
1,105,64,8,119,412
0,80,60,1,110,40
1,41,120,131,202,43
0,126,154,69,236,412
1,68,64,7,110,412
0,157,427,38,236,53
1,164,60,38,51,412
0,92,32,238,81,43
1,92,80,1,67,40
0,2,104,7,51,43
1,2,60,41,81,412
0,54,120,134,157,53
1,3,64,91,22,7
0,68,76,41,81,117
1,240,154,30,51,432
0,78,120,34,41,117
1,240,79,61,81,21
0,39,59,38,236,143
1,131,60,1,236,37
0,105,121,245,21,111
1,157,19,7,22,267
0,58,107,99,236,412
1,114,35,103,22,26
0,39,154,38,51,40
1,19,64,90,81,267
0,105,106,101,51,7
1,8,64,238,429,43
0,78,154,90,18,53
1,3,427,43,429,53
0,240,121,61,81,16
1,80,106,112,96,40
0,58,56,61,236,267
1,83,10,105,96,40
0,122,68,101,51,43
1,78,107,163,67,16
0,48,131,127,236,21
1,8,79,103,96,117
0,105,121,164,236,43
1,68,32,4,22,37
0,150,79,105,81,267
1,420,203,103,81,223
0,57,68,238,29,9
1,92,19,7,22,43
0,91,102,61,51,412
1,105,121,103,81,43
0,41,64,35,51,9
1,58,79,131,17,21
0,68,121,110,236,267
1,122,107,38,236,9
0,55,60,90,119,412
1,68,203,69,22,40
0,58,60,4,236,3
0,85,64,62,18,16
1,105,64,69,202,53
0,41,154,61,51,412
1,91,77,7,51,40
0,157,121,163,236,267
1,41,79,50,202,90
0,114,121,4,236,43
1,114,79,61,81,267
0,84,28,55,96,40
1,41,154,90,22,40
0,127,28,238,51,26
1,91,427,163,119,40
0,78,64,126,236,53
1,50,121,1,81,43
0,85,107,103,51,40
0,114,60,38,96,412
1,58,79,103,51,7
0,3,33,157,110,26
1,122,60,38,81,412
0,157,64,4,22,89
1,240,79,30,236,3
0,164,60,134,81,432
1,117,120,8,202,78
0,111,60,115,96,412
1,23,121,7,67,43
0,92,60,103,81,412
1,58,2,131,18,43
0,164,19,112,51,412
1,105,154,45,236,43
0,240,9,127,81,117
1,50,121,112,67,412
0,164,68,157,236,267
1,24,60,42,51,40
0,2,104,55,81,201
1,114,60,245,51,267
0,59,107,163,81,43
1,111,76,91,22,53
0,157,154,163,81,43
1,41,76,238,236,267
0,105,107,90,202,37
1,57,64,61,96,117
0,105,107,236,67,40
0,78,84,126,51,25
1,8,64,238,202,68
0,41,76,61,21,53
1,105,76,238,222,43
0,41,19,163,236,63
1,58,64,34,236,25
0,98,35,163,51,9
1,84,120,105,18,64
0,157,121,103,81,101
1,54,64,8,51,53
0,41,35,163,236,7
1,92,121,7,202,412
0,126,32,131,81,43
1,111,33,103,236,267
0,126,106,61,81,117
1,238,60,136,81,63
0,41,64,61,236,412
1,122,120,38,81,432
0,57,19,85,236,117
1,11,427,61,236,16
0,157,64,420,81,164
1,17,60,157,81,61
0,58,121,105,22,12
1,91,120,103,236,432
0,105,64,61,81,412
1,3,104,103,51,201
0,105,154,61,236,412
1,3,121,61,236,412
0,122,79,1,115,16
0,58,64,30,236,267
1,3,104,161,236,16
0,126,64,1,429,43
1,92,28,103,236,43
0,58,121,245,22,161
1,79,121,55,67,201
1,122,19,80,236,43
0,41,104,105,81,63
1,114,64,103,81,3
0,92,427,126,22,117
1,30,60,81,236,43
0,23,427,117,51,201
1,245,60,69,51,43
0,126,107,8,67,267
1,105,60,161,236,40
0,92,64,103,51,43
1,420,104,38,81,90
0,157,32,8,236,143
1,122,121,50,236,432
0,58,120,38,110,43
1,238,64,103,157,432
0,164,60,126,119,53
1,68,427,157,81,99
0,58,64,134,236,16
1,41,60,134,236,143
0,105,64,112,51,90
1,80,64,61,236,16
0,157,32,38,81,432
1,157,32,161,81,37
0,68,64,115,67,43
1,23,154,103,81,9
0,68,79,238,236,201
1,91,107,55,236,3
0,111,79,238,82,40
0,126,107,84,236,53
1,157,32,136,22,43
0,58,20,90,236,432
1,85,9,126,15,37
0,41,24,1,81,79
1,8,64,126,81,63
1,33,121,34,51,7
0,68,64,8,81,201
1,17,104,238,51,40
0,79,266,13,29,43
1,19,64,101,236,267
0,126,107,61,202,412
1,17,11,134,18,53
0,122,120,121,81,43
1,238,154,41,17,40
0,105,28,90,236,412
1,98,76,25,96,3
0,126,2,134,236,412
1,17,79,38,236,25
0,92,64,103,110,267
1,85,104,3,236,267
0,240,64,7,67,412
1,80,121,38,236,25
0,19,120,38,119,1
1,50,254,99,222,40
0,41,427,115,51,16
1,68,121,103,51,7
0,105,427,8,96,43
1,105,64,103,236,143
0,240,79,8,110,117
1,126,64,131,51,143
0,38,76,81,236,117
0,58,20,55,119,412
1,19,60,8,81,40
0,80,121,103,51,117
1,68,79,126,81,412
0,85,64,115,21,117
1,122,28,61,110,53
0,92,11,127,236,16
1,85,60,136,236,201
0,3,79,69,110,432
0,105,79,103,51,267
